HOUR;TIMESLICE;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
82;Q1P;0;0.24598;0.423820162;0;0;0.814912968;0.942475657;0.624;0.021331258;0.406201517;0.797;0.793;0;0.68718899;0.199190707;0;0.559498041;0.665;0.691920556;0.716746582;0.065;0.862778138;0.343594495;0;0.721870486;0.814480167;0.956632008;0.956632008;0.402;0.644
83;Q1P;0;0.250104517;0.426076584;0;0;0.832598872;0.940507797;0.769;0.045587332;0.381872615;0.827;0.747;0;0.700366461;0.212153961;0;0.583569756;0.657;0.667537986;0.737992695;0.071;0.845338565;0.35018323;0;0.717563151;0.824060491;0.942738967;0.942738967;0.584;0.683
84;Q1P;0;0.254304798;0.43184236;0;0;0.852151436;0.945997925;0.886;0.105560301;0.359000823;0.844;0.766;0;0.715907823;0.225922119;0;0.608708193;0.734;0.644285215;0.760309373;0.074;0.829627214;0.357953911;0;0.712639104;0.833660358;0.929148;0.929148;0.744;0.684
85;Q1P;0;0.258580251;0.440992208;0;0;0.87347061;0.955984549;0.932;0.199013677;0.337763146;0.857;0.801;0;0.73360752;0.240484918;0;0.631710821;0.759;0.622933789;0.783548715;0.076;0.815993466;0.36680376;0;0.70868553;0.843275048;0.915901588;0.915901588;0.781;0.665
86;Q1P;0;0.262930277;0.453423968;0;0;0.89649036;0.961980168;0.942;0.31939932;0.318326375;0.867;0.811;0;0.753217469;0.255830048;0;0.655061931;0.695;0.6029316;0.807550364;0.105;0.80471649;0.376608734;0;0.704654579;0.852899804;0.903040276;0.903040276;0.792;0.633
87;Q1A;0;0.235561481;0.41054551;0;0;0.876562472;0.917457073;0.954;0.312671924;0.316914434;0.872;0.808;0;0.749138813;0.245803072;0;0.608143602;0.598;0.552669167;0.749677425;0.156;0.784383277;0.374569406;0;0.673889108;0.882557906;0.88291973;0.88291973;0.815;0.606
88;Q1A;0;0.20948095;0.371211316;0;0;0.85917178;0.875154545;0.96;0.30705864;0.315753465;0.869;0.784;0;0.747145415;0.237108619;0;0.561599439;0.579;0.506596334;0.691440738;0.182;0.765675289;0.373572708;0;0.645359792;0.918905819;0.867041133;0.867041133;0.868;0.589
89;Q1A;0;0.1847785;0.335957737;0;0;0.84443544;0.837789076;0.96;0.302497576;0.314848949;0.849;0.732;0;0.747283159;0.229743321;0;0.51576184;0.637;0.465694762;0.633901952;0.179;0.750796529;0.373641579;0;0.61235444;0.960632659;0.855723426;0.855723426;0.901;0.578
90;Q1A;0;0.161533802;0.305270404;0;0;0.832439165;0.807142824;0.957;0.298945373;0.314201158;0.829;0.686;0;0.749577058;0.223703116;0;0.468992602;0.676;0.430716506;0.578110408;0.162;0.740129681;0.374788529;0;0.579850732;0.998876998;0.849183589;0.849183589;0.913;0.577
91;Q1A;0;0.139820888;0.279571539;0;0;0.82311712;0.784688624;0.958;0.296198212;0.313809762;0.822;0.637;0;0.718403312;0.218983109;0;0.424759187;0.609;0.402183432;0.525108786;0.146;0.733931425;0.359201656;0;0.548784739;0.998907954;0.847545246;0.847545246;0.902;0.585
